X         Y         Rank      
648.75    904.85    19        
939.10    651.04    19        
968.00    -173.17   19        
981.46    -902.01   19        
462.34    941.88    20        
-960.42   971.25    21        
590.69    912.80    21        
906.65    705.38    21        
145.23    955.32    22        
975.57    -793.95   22        
-858.06   967.20    23        
-253.52   963.80    23        
0.14      954.40    23        
957.54    49.66     23        
962.44    -2.53     23        
945.59    297.02    24        
971.66    -638.24   24        
504.59    915.56    25        
284.62    938.90    26        
854.54    691.95    26        
939.84    336.50    26        
809.87    784.53    27        
811.95    774.70    27        
929.52    404.13    27        
-45.82    948.97    28        
823.54    713.21    28        
894.48    597.14    28        
924.95    471.65    28        
710.51    811.83    29        
818.07    710.46    29        
850.96    679.74    29        
873.11    644.53    29        
895.05    497.80    29        
-992.47   961.84    30        
-571.09   954.32    30        
778.55    787.86    30        
888.67    585.64    30        
-847.13   954.68    31        
-199.85   952.24    31        
112.48    939.26    31        
970.75    -948.41   31        
124.97    931.21    32        
787.32    754.83    32        
963.85    -593.98   32        
106.16    933.19    33        
659.89    836.69    33        
775.30    759.53    33        
872.10    562.01    33        
903.76    359.31    33        
950.98    -82.95    33        
849.30    619.37    34        
565.29    855.85    35        
854.09    587.66    35        
864.98    501.32    35        
-641.66   949.13    36        
408.16    887.86    36        
468.45    860.75    36        
847.96    605.15    36        
956.92    -566.07   36        
-566.12   945.97    37        
240.46    905.02    37        
767.70    745.99    37        
773.13    723.48    37        
161.46    912.51    38        
285.32    899.57    38        
578.79    847.13    38        
663.95    788.91    38        
888.59    359.57    38        
953.27    -534.16   38        
-690.27   948.88    39        
653.60    793.98    39        
694.19    773.25    39        
902.48    294.66    39        
953.56    -559.89   39        
-425.26   941.32    40        
83.02     919.82    40        
683.00    778.83    40        
896.58    267.93    40        
943.14    -181.99   40        
-322.47   936.91    41        
44.39     919.63    41        
308.18    866.87    41        
813.89    616.36    41        
849.66    498.02    41        
861.19    461.39    41        
340.40    859.72    42        
810.43    617.91    42        
963.41    -874.14   42        
439.81    857.28    43        
844.46    499.44    43        
856.05    386.93    44        
892.66    199.34    44        
481.47    842.63    45        
919.36    -57.89    45        
929.12    -144.15   45        
957.38    -752.26   45        
-488.29   929.42    46        
-368.57   925.72    46        
-146.41   916.46    46        
-32.07    912.26    46        
38.76     909.17    46        
807.66    611.39    46        
956.99    -757.85   46        
-947.88   942.49    47        
-481.70   928.01    47        
516.49    818.38    47        
675.71    732.90    47        
908.77    -67.33    47        
750.61    663.49    48        
-67.39    910.31    49        
352.65    847.90    49        
922.83    -156.16   49        
475.32    814.08    50        
543.76    797.69    50        
843.16    435.36    50        
930.86    -522.57   50        
932.47    -531.55   50        
940.43    -564.89   50        
943.28    -583.72   50        
61.87     895.51    51        
112.26    885.49    51        
203.99    860.14    51        
352.84    842.97    51        
765.25    622.88    51        
896.46    -25.88    51        
158.70    860.75    52        
775.33    606.01    52        
862.91    214.35    52        
888.42    120.10    52        
891.54    29.43     52        
-234.50   911.02    53        
743.01    630.93    53        
852.69    330.53    53        
902.84    -95.13    53        
915.73    -202.74   53        
-305.16   912.50    54        
366.98    835.06    54        
610.60    741.18    54        
818.15    420.63    54        
857.07    204.65    54        
10.76     890.33    55        
495.54    791.69    55        
876.67    99.01     55        
-766.02   927.12    56        
553.45    767.90    56        
783.45    531.55    56        
920.07    -442.94   56        
-931.50   927.99    57        
813.53    439.17    57        
903.45    -182.27   57        
918.22    -372.75   57        
-534.24   913.21    58        
325.72    836.50    58        
803.96    492.68    58        
825.46    349.01    58        
857.51    123.99    59        
864.78    68.24     59        
327.96    819.52    60        
883.14    -21.13    60        
-706.26   916.61    61        
-574.23   912.84    61        
226.18    844.74    61        
607.70    708.32    61        
864.30    48.31     61        
274.93    837.48    62        
786.30    488.32    62        
858.79    96.30     62        
934.98    -657.57   62        
950.59    -973.50   62        
-310.68   904.63    63        
-28.07    863.32    63        
792.15    452.63    63        
833.09    259.76    63        
842.19    228.40    63        
903.46    -389.09   63        
913.66    -532.54   63        
-312.02   903.72    64        
291.30    825.09    64        
548.96    726.90    64        
900.86    -281.37   64        
-933.48   917.13    66        
-767.93   915.31    66        
919.59    -575.39   66        
381.73    785.20    67        
779.46    464.22    67        
-984.80   917.71    68        
27.00     857.34    68        
358.17    787.52    68        
393.62    782.04    68        
708.26    561.40    68        
782.53    455.38    68        
-884.53   914.79    69        
-222.76   870.45    69        
476.90    745.42    69        
579.77    678.86    69        
-281.29   881.72    70        
432.62    772.82    70        
855.96    38.83     70        
930.91    -870.23   70        
-235.03   868.93    71        
629.67    618.21    71        
645.94    616.69    71        
462.94    742.72    72        
684.84    576.07    72        
867.95    -150.44   72        
-241.09   867.65    73        
338.54    784.82    73        
434.63    754.37    73        
920.18    -696.47   73        
894.86    -487.58   74        
927.32    -778.24   74        
391.33    754.94    75        
595.07    618.48    75        
685.02    530.91    75        
-591.98   899.70    77        
-376.19   880.05    77        
-351.60   872.99    77        
490.27    707.52    77        
806.81    274.81    77        
874.99    -256.27   77        
885.40    -310.95   77        
508.11    674.28    80        
799.25    265.94    80        
881.63    -356.71   80        
85.23     831.92    81        
-855.55   903.89    82        
-683.35   895.50    82        
740.24    438.25    82        
869.37    -290.96   82        
870.86    -299.03   82        
878.47    -386.53   82        
630.71    534.17    83        
890.83    -539.36   83        
-615.35   884.61    84        
528.06    625.27    84        
621.37    562.24    84        
699.93    444.15    84        
740.57    418.75    84        
765.11    374.97    84        
773.78    337.94    84        
-31.27    837.31    85        
896.74    -619.97   85        
-831.80   895.96    86        
-461.44   866.87    86        
292.00    768.59    86        
559.43    615.87    86        
581.04    601.52    86        
144.96    792.54    87        
499.91    635.16    87        
712.61    415.45    87        
813.86    93.41     87        
859.81    -270.72   87        
465.78    670.16    88        
624.61    530.75    88        
-804.63   890.46    89        
29.83     816.31    89        
714.99    392.17    89        
191.61    783.39    90        
306.20    750.40    90        
819.78    -9.55     90        
158.58    786.90    91        
0.64      816.23    92        
852.67    -182.99   92        
641.43    480.79    93        
821.94    -58.10    93        
474.49    630.65    94        
663.98    452.44    94        
815.70    -16.77    94        
879.89    -570.14   95        
841.31    -166.58   96        
-340.17   847.68    97        
789.01    100.29    97        
871.60    -551.14   97        
-180.60   831.62    98        
755.81    260.33    98        
138.19    780.84    99        
756.93    250.79    99        
901.68    -908.32   99        
-521.70   857.17    100       
-100.94   814.91    100       
543.54    582.32    100       
875.54    -582.70   100       
184.91    756.89    101       
200.73    752.25    101       
549.15    546.28    101       
-861.30   875.11    102       
41.55     784.96    103       
310.22    695.34    103       
771.10    139.69    103       
844.20    -277.88   103       
880.82    -627.27   103       
-851.02   868.41    104       
-367.00   842.47    104       
883.74    -691.89   104       
-138.06   802.22    105       
338.01    671.89    105       
428.09    625.19    105       
657.83    407.30    105       
663.48    400.57    105       
707.87    293.55    105       
-268.92   826.31    106       
222.74    728.51    106       
-868.43   868.61    107       
-92.20    793.11    107       
-79.34    792.58    107       
636.92    416.07    107       
657.96    394.54    107       
755.17    189.55    107       
-511.31   845.12    108       
-435.18   842.52    108       
-68.34    789.76    108       
405.10    619.68    108       
457.76    612.56    108       
724.19    210.37    109       
223.19    713.50    110       
-570.16   845.41    111       
744.37    172.91    111       
464.02    592.30    112       
493.87    534.26    113       
670.94    325.68    113       
-307.55   815.60    114       
201.85    713.27    114       
545.84    487.31    114       
787.25    -45.71    114       
-376.31   831.81    115       
789.20    -76.35    116       
879.26    -803.63   116       
-907.37   860.27    117       
-391.72   828.89    117       
81.12     753.64    117       
271.72    677.16    117       
459.56    585.57    117       
869.82    -695.82   117       
-489.93   836.10    118       
883.00    -928.37   118       
492.67    508.44    119       
624.97    384.88    119       
500.57    494.53    120       
839.98    -501.79   120       
-323.44   811.06    121       
588.72    410.27    121       
647.69    332.46    121       
730.93    114.58    121       
824.72    -418.54   121       
-177.83   785.76    122       
88.22     738.67    122       
702.64    156.44    122       
777.05    -63.68    122       
-768.13   845.52    123       
-441.06   824.98    123       
495.67    490.97    123       
561.60    420.27    123       
615.16    383.91    123       
698.75    172.69    123       
741.31    78.88     123       
811.16    -278.56   123       
859.17    -645.84   123       
866.39    -742.78   123       
-610.75   836.71    124       
-560.65   834.17    124       
813.99    -342.78   125       
843.51    -564.13   125       
878.91    -977.43   126       
195.53    676.09    127       
802.05    -262.14   127       
42.49     736.46    128       
718.84    68.87     128       
783.95    -170.90   128       
840.51    -562.99   128       
604.87    354.05    129       
742.87    28.87     129       
-145.66   772.85    130       
627.85    320.23    130       
653.94    238.24    130       
779.29    -160.11   130       
505.83    441.47    132       
586.48    370.96    132       
-53.30    750.19    133       
560.59    393.92    133       
707.98    74.04     133       
843.37    -593.25   133       
460.96    495.43    134       
511.82    423.81    134       
744.05    -27.90    134       
124.58    680.07    135       
175.90    665.72    135       
197.64    642.86    135       
511.14    420.96    135       
805.89    -342.55   135       
93.26     693.30    136       
376.61    535.17    136       
816.16    -534.27   136       
-593.11   823.52    137       
415.33    509.71    137       
8.14      725.41    138       
-950.31   845.06    139       
-219.64   765.44    139       
163.65    649.80    139       
408.58    504.62    139       
489.69    445.23    139       
536.71    405.46    139       
771.84    -171.99   139       
864.01    -930.20   139       
221.89    618.22    140       
295.77    595.73    140       
480.09    450.17    140       
104.50    677.56    141       
573.97    339.73    141       
-4.51     722.45    142       
138.77    653.94    143       
641.18    189.87    143       
636.58    192.41    144       
852.27    -771.98   144       
-378.27   785.23    145       
114.11    657.17    145       
-912.25   836.50    146       
125.82    650.32    146       
365.12    505.36    146       
464.49    446.73    146       
494.89    416.21    146       
762.50    -179.45   146       
-111.89   733.10    147       
573.32    325.83    147       
834.39    -674.14   148       
-621.38   809.65    149       
-159.80   740.41    149       
528.59    364.52    150       
639.67    141.96    150       
-695.73   813.40    151       
567.46    303.43    151       
577.88    281.40    151       
516.53    367.56    152       
678.24    30.25     152       
715.81    -111.95   153       
740.12    -156.92   153       
-158.97   727.99    154       
-147.41   727.15    154       
263.24    566.63    154       
821.94    -658.79   154       
-454.30   784.44    155       
-418.62   777.68    155       
7.55      678.79    155       
-633.39   793.68    156       
749.45    -225.30   156       
-593.71   790.68    157       
263.25    546.97    157       
440.49    442.17    157       
590.26    205.66    157       
634.85    118.64    157       
575.36    242.85    158       
539.55    331.31    159       
671.29    -15.47    159       
701.88    -90.12    159       
-923.04   820.22    160       
-684.21   793.18    160       
468.22    409.28    160       
593.03    190.32    160       
847.14    -954.31   161       
369.05    457.39    162       
572.00    233.51    162       
662.04    8.99      162       
828.05    -798.71   162       
-416.36   757.44    163       
-77.42    683.84    163       
616.85    124.01    163       
-777.55   798.83    164       
-523.33   780.93    164       
91.95     623.47    164       
429.45    437.14    164       
514.78    335.46    164       
834.45    -876.24   164       
-240.58   726.93    165       
-10.09    669.31    165       
520.66    329.26    165       
722.51    -193.48   165       
734.42    -225.92   165       
163.80    588.19    166       
815.73    -703.41   166       
-126.75   684.89    167       
824.97    -815.20   167       
589.45    163.57    168       
715.21    -191.03   168       
839.23    -940.55   168       
683.18    -92.34    169       
550.34    233.57    170       
554.10    224.51    170       
-677.37   785.28    171       
190.28    549.91    171       
654.77    -23.39    171       
749.01    -346.76   172       
-186.00   695.90    173       
220.17    518.29    173       
278.03    492.74    173       
773.89    -546.63   173       
212.07    517.80    174       
-135.11   677.06    175       
105.66    607.54    175       
125.41    591.05    175       
475.49    351.96    175       
526.25    260.77    175       
615.00    77.34     175       
-972.01   807.81    177       
46.74     617.75    177       
195.94    529.56    177       
462.65    371.32    177       
508.28    293.88    177       
703.56    -211.33   177       
708.21    -233.57   177       
-451.34   749.69    178       
-1.23     627.26    178       
526.38    244.15    178       
529.24    233.64    178       
-101.32   659.95    180       
514.09    263.94    180       
814.00    -869.36   180       
-317.65   714.92    181       
-204.92   680.62    181       
811.14    -775.76   181       
-643.94   773.80    183       
-308.83   708.75    183       
-172.45   676.24    183       
590.18    86.41     183       
614.30    30.42     183       
696.18    -207.01   183       
730.68    -354.00   183       
802.22    -737.58   183       
-608.29   763.63    184       
123.28    573.35    184       
495.90    290.17    184       
588.83    90.13     184       
711.93    -290.18   184       
817.37    -931.64   184       
739.54    -422.85   186       
-315.60   707.85    187       
131.80    536.50    187       
712.37    -327.63   187       
720.38    -357.67   187       
780.54    -655.69   187       
-148.82   660.50    188       
-98.01    642.64    188       
722.37    -384.32   188       
-489.31   738.34    189       
-360.41   712.06    189       
25.59     610.70    189       
-866.00   785.01    191       
248.63    454.18    191       
766.32    -592.34   191       
726.67    -457.25   192       
-51.00    617.91    194       
728.84    -522.55   194       
802.26    -850.46   194       
-818.67   776.70    195       
95.62     552.16    195       
734.20    -533.35   195       
771.51    -633.78   195       
773.62    -655.07   195       
120.09    532.78    196       
634.78    -96.25    196       
779.45    -696.49   196       
439.14    337.26    197       
475.21    285.61    197       
631.47    -111.21   197       
813.92    -996.13   197       
-148.04   638.97    199       
-688.99   754.45    200       
-17.77    606.49    200       
748.24    -590.01   201       
714.01    -477.46   202       
-373.85   685.86    203       
528.19    136.08    203       
629.39    -143.20   203       
786.94    -836.97   204       
-262.48   662.60    205       
108.01    518.71    205       
341.69    369.30    205       
773.51    -700.57   205       
-275.58   663.27    206       
56.35     542.75    206       
-324.66   676.70    208       
1.00      574.20    208       
-435.32   693.39    209       
-685.78   741.79    210       
-184.26   627.60    210       
-47.92    593.56    210       
33.91     545.79    211       
139.41    483.81    211       
786.40    -881.16   211       
-486.24   703.26    212       
542.87    82.46     212       
-860.30   756.26    213       
309.25    368.18    213       
417.47    298.51    213       
638.87    -222.94   213       
700.61    -463.63   213       
742.66    -626.97   213       
528.56    92.97     214       
-774.65   746.38    215       
503.50    151.16    215       
560.96    3.42      215       
694.26    -423.59   215       
723.12    -578.17   215       
394.28    306.88    216       
543.74    53.98     216       
700.67    -512.88   216       
-953.11   771.95    217       
-370.04   673.94    217       
61.77     518.38    217       
-265.00   639.43    218       
327.81    344.56    218       
772.83    -799.72   219       
728.87    -620.42   221       
-827.85   742.68    222       
36.43     521.99    222       
739.96    -646.87   222       
756.82    -750.48   222       
-975.90   764.61    223       
-668.88   716.39    223       
-673.10   720.81    224       
721.37    -613.28   225       
117.23    458.23    226       
692.98    -526.69   227       
-331.09   645.78    228       
241.06    370.18    228       
621.32    -223.40   228       
710.71    -581.47   228       
-807.64   730.19    229       
-83.56    565.91    229       
60.33     494.53    229       
173.81    416.77    229       
201.01    398.24    229       
366.91    292.15    229       
480.80    141.59    229       
708.58    -579.47   229       
269.20    357.95    230       
426.92    240.28    230       
-24.80    532.55    231       
214.07    378.86    231       
771.74    -901.67   231       
-570.61   682.36    232       
-174.36   601.82    232       
29.92     504.53    232       
653.96    -397.38   233       
323.93    317.50    234       
571.29    -126.69   234       
597.07    -213.00   234       
676.95    -523.06   234       
-660.19   703.10    235       
-412.10   652.33    235       
377.95    251.82    236       
608.41    -232.16   236       
-671.48   702.06    237       
-447.24   660.01    238       
-35.90    525.07    239       
-777.66   713.90    241       
-437.46   651.10    242       
364.13    251.09    242       
643.20    -430.02   242       
-470.60   659.91    243       
497.24    51.48     243       
513.00    11.23     243       
635.91    -387.15   243       
681.28    -558.79   243       
569.08    -171.00   244       
258.32    333.18    245       
-723.13   703.20    246       
-635.09   679.16    246       
-301.75   607.62    247       
-233.13   590.20    247       
766.39    -985.32   247       
-936.63   728.26    248       
-668.63   679.97    248       
-997.90   739.21    249       
425.02    186.46    249       
754.33    -943.29   250       
764.60    -984.85   250       
-699.41   691.97    251       
297.80    279.38    251       
336.38    246.03    251       
637.28    -467.03   251       
370.94    201.40    253       
-119.03   528.51    254       
295.14    274.35    254       
404.75    178.45    255       
582.69    -268.88   256       
214.95    329.75    257       
225.86    303.65    259       
355.73    202.45    259       
750.75    -987.91   259       
476.00    37.81     260       
573.58    -238.14   260       
316.32    234.57    261       
-949.18   714.19    262       
255.14    291.67    262       
694.10    -635.23   262       
-146.87   524.61    263       
592.15    -348.62   263       
614.76    -420.16   263       
523.14    -130.94   264       
-284.54   575.38    265       
344.79    191.19    266       
-824.45   685.79    267       
-294.35   574.15    267       
311.46    222.96    267       
495.20    -35.66    267       
-813.68   681.78    269       
222.32    291.67    269       
285.11    244.79    269       
206.22    296.42    270       
22.66     428.27    271       
399.43    118.28    271       
532.38    -189.75   271       
-325.32   586.39    272       
-262.35   544.95    272       
658.08    -594.20   272       
595.36    -426.23   273       
-299.57   557.55    274       
-76.94    472.29    274       
338.77    180.87    274       
552.59    -242.14   274       
516.38    -169.85   275       
-592.93   633.92    276       
-305.07   557.14    276       
271.92    238.26    276       
620.49    -528.98   276       
-798.14   676.75    277       
264.74    240.31    277       
444.34    34.31     277       
116.41    352.88    278       
-307.56   554.55    279       
544.32    -236.95   279       
664.87    -653.31   279       
660.47    -634.50   280       
679.97    -680.62   280       
691.69    -724.79   280       
276.34    227.30    281       
693.34    -745.89   282       
-740.42   661.85    283       
-350.14   571.66    283       
-111.43   464.61    283       
-21.34    423.50    283       
99.36     358.72    283       
720.22    -972.52   283       
-142.05   483.30    284       
-703.09   656.80    285       
313.56    177.18    285       
-225.47   509.38    286       
82.78     365.44    286       
540.16    -252.62   286       
-676.66   644.04    287       
356.63    114.33    287       
678.43    -710.08   287       
692.64    -762.05   287       
-119.57   459.99    288       
132.97    320.80    288       
-981.28   688.07    289       
-811.56   665.57    289       
-94.68    448.10    289       
-286.36   529.08    290       
-966.55   682.74    292       
-434.10   582.72    292       
671.64    -720.92   292       
226.98    232.24    293       
357.22    88.58     293       
-982.62   684.79    294       
176.18    277.82    294       
414.63    23.70     294       
656.55    -660.40   294       
35.73     368.25    295       
-34.40    415.16    296       
561.53    -413.23   296       
687.10    -808.87   297       
-36.32    413.93    298       
379.57    37.73     298       
-603.05   611.40    299       
-139.92   449.22    299       
652.16    -667.53   299       
691.58    -865.09   299       
96.54     330.65    300       
-164.67   459.89    302       
303.50    133.66    302       
-698.16   629.81    303       
644.63    -671.76   303       
-732.32   636.92    304       
273.35    174.14    304       
467.24    -151.47   304       
550.01    -402.75   304       
-38.92    400.61    305       
10.49     366.58    305       
436.68    -76.20    305       
-60.33    408.69    306       
274.57    167.90    306       
-958.44   674.49    307       
-789.40   642.86    307       
281.75    142.08    307       
416.50    -54.20    307       
675.10    -801.51   307       
521.23    -291.64   309       
556.02    -462.31   309       
-699.02   619.69    310       
450.15    -140.24   311       
-508.71   572.54    313       
27.54     341.82    313       
372.55    -11.53    313       
73.66     323.39    314       
323.94    64.59     316       
437.28    -138.02   316       
-890.85   651.53    317       
-273.24   481.29    317       
468.83    -195.17   318       
660.11    -807.37   319       
-862.56   645.71    320       
192.01    208.09    320       
241.05    158.89    320       
-852.48   642.62    321       
-668.05   595.46    321       
-912.32   651.03    322       
-458.28   539.70    322       
-78.41    385.50    322       
679.99    -945.17   322       
-850.23   634.53    324       
-832.47   633.06    324       
-15.30    345.27    324       
374.18    -62.64    324       
-585.06   571.03    325       
-105.51   396.71    325       
-959.72   653.42    327       
-952.51   651.23    327       
-133.78   402.22    327       
645.18    -787.02   327       
-174.08   420.16    328       
-1.57     337.16    328       
147.27    226.16    328       
385.26    -94.79    328       
-886.10   642.62    329       
-639.83   579.87    329       
-595.31   571.11    329       
140.39    227.35    329       
531.73    -463.01   329       
329.73    7.59      330       
460.18    -207.24   331       
494.93    -293.64   331       
-949.96   646.28    332       
-204.81   422.30    332       
95.08     263.56    332       
221.63    145.24    332       
-283.34   454.08    333       
401.83    -141.18   333       
452.19    -206.92   333       
230.74    121.33    334       
-285.92   453.56    335       
208.52    148.16    335       
432.18    -180.68   335       
610.74    -685.96   335       
320.96    6.84      336       
426.33    -177.33   337       
343.69    -61.74    338       
-442.02   517.29    339       
19.29     301.50    339       
670.43    -988.40   341       
-451.45   516.54    342       
-101.57   366.30    342       
-280.64   438.27    343       
364.04    -101.90   343       
522.63    -509.25   344       
637.89    -863.51   344       
293.79    13.41     345       
344.83    -92.16    345       
548.52    -571.77   345       
-543.59   528.69    346       
278.55    31.87     346       
394.16    -171.16   347       
603.99    -717.50   347       
454.69    -255.26   348       
-808.30   605.08    349       
325.59    -58.28    349       
454.70    -258.97   349       
607.69    -731.01   349       
-604.63   534.46    350       
34.86     264.20    350       
145.11    178.48    350       
373.43    -157.32   350       
-136.40   364.75    352       
539.58    -567.96   352       
552.91    -612.62   352       
635.97    -878.18   354       
449.37    -263.67   355       
533.90    -569.56   355       
626.19    -857.18   356       
-516.82   507.97    357       
157.63    150.88    358       
303.12    -48.58    358       
-674.69   546.94    359       
486.86    -423.08   359       
501.13    -508.44   359       
632.66    -898.08   359       
217.95    77.94     360       
438.47    -262.57   360       
304.18    -61.24    361       
543.19    -592.35   361       
-792.74   581.77    362       
532.50    -580.65   362       
-886.71   609.35    363       
408.64    -233.19   363       
-7.19     274.93    364       
-717.25   559.19    366       
351.54    -165.30   366       
388.39    -208.87   366       
633.98    -940.66   366       
-77.96    313.65    368       
-404.53   449.29    369       
-871.94   598.11    370       
-504.67   484.59    370       
-583.53   503.84    371       
-461.50   471.74    371       
-481.87   472.39    372       
472.08    -441.53   372       
450.22    -357.10   374       
469.71    -445.54   374       
-699.26   535.63    376       
-645.33   518.65    376       
396.75    -243.96   376       
428.32    -291.49   376       
619.22    -919.44   376       
620.03    -920.52   376       
-565.28   487.47    377       
240.08    1.97      377       
151.05    110.32    378       
-649.28   517.97    379       
390.26    -243.33   380       
611.11    -915.95   381       
-636.14   507.67    382       
-403.53   426.13    382       
53.33     191.08    382       
213.42    28.25     382       
251.64    -31.14    382       
-617.09   503.57    383       
74.05     179.37    383       
-418.92   436.55    384       
106.53    142.99    384       
176.52    65.80     384       
252.28    -48.52    384       
391.60    -259.07   384       
432.31    -350.78   384       
566.80    -750.91   385       
-614.57   497.49    386       
407.59    -291.29   387       
491.43    -557.03   387       
-788.92   541.71    388       
376.99    -253.47   388       
564.68    -756.08   388       
551.24    -728.72   390       
-523.18   458.19    391       
-266.87   360.58    391       
190.38    30.99     391       
435.50    -400.37   392       
580.80    -864.86   392       
-17.11    229.52    393       
391.73    -288.19   393       
604.65    -931.75   393       
-17.97    230.76    394       
217.41    -18.42    394       
463.69    -519.01   394       
-113.82   289.85    395       
-60.83    249.28    395       
-58.88    245.41    395       
-35.70    234.69    395       
60.07     167.25    395       
465.21    -523.79   395       
-149.35   315.21    396       
425.34    -380.27   396       
509.24    -616.04   397       
-314.64   371.39    398       
-592.70   461.80    400       
-238.49   337.05    400       
178.50    24.21     401       
552.68    -772.08   401       
536.16    -702.32   402       
-702.91   513.47    403       
-267.58   342.55    403       
560.40    -803.01   403       
-883.23   556.65    404       
345.81    -243.61   404       
442.67    -473.89   404       
-329.81   371.20    406       
399.66    -367.56   407       
476.12    -577.31   407       
-583.36   450.44    409       
-106.39   249.44    411       
81.25     117.63    411       
-583.04   447.42    413       
4.61      176.68    413       
503.18    -643.42   413       
-651.58   477.29    414       
-304.34   343.40    414       
154.34    13.34     415       
238.06    -125.03   415       
279.62    -177.45   415       
432.40    -479.34   415       
-787.83   514.71    416       
416.87    -447.85   417       
533.35    -751.35   418       
-696.56   492.20    419       
346.40    -285.68   419       
74.04     97.89     420       
134.16    26.04     420       
365.01    -311.74   420       
564.64    -908.63   420       
448.61    -542.43   421       
181.55    -39.18    422       
303.75    -226.61   422       
74.04     92.24     423       
-938.93   544.04    424       
-336.53   353.62    425       
229.17    -150.87   425       
-822.35   516.18    426       
413.25    -468.69   427       
498.77    -675.91   428       
157.15    -23.52    429       
145.27    -19.28    430       
-187.40   272.59    431       
-476.11   392.85    432       
507.49    -714.57   432       
539.20    -830.34   433       
568.91    -982.50   433       
-436.62   368.58    434       
-8.97     143.68    434       
42.65     90.65     434       
194.50    -93.42    434       
381.74    -432.53   436       
260.47    -195.05   437       
506.32    -725.04   437       
384.73    -444.74   438       
334.79    -305.55   439       
344.75    -349.94   440       
-124.07   221.85    441       
-758.50   479.30    442       
69.78     44.87     442       
506.04    -741.70   442       
426.85    -550.90   443       
547.38    -924.27   443       
-555.87   397.85    444       
-220.20   257.02    444       
125.33    -23.35    444       
467.04    -640.07   445       
-569.21   399.36    446       
140.14    -53.55    446       
-243.48   263.76    448       
-267.15   272.64    449       
-578.98   399.84    450       
298.69    -284.18   450       
-57.96    147.25    451       
-3.86     104.86    451       
-665.54   429.83    452       
-268.57   268.71    452       
17.14     83.49     452       
-913.27   511.21    453       
-360.11   328.06    453       
375.90    -468.32   453       
505.21    -768.87   453       
351.73    -423.26   455       
-938.57   512.68    457       
78.65     10.99     457       
-397.74   330.78    458       
185.63    -153.14   458       
-919.87   505.99    459       
287.97    -286.45   460       
-481.83   357.15    461       
289.10    -288.85   461       
301.77    -310.46   461       
-299.31   270.06    462       
326.12    -385.16   462       
395.36    -546.79   462       
293.85    -296.44   463       
237.36    -234.39   464       
122.17    -62.54    465       
383.08    -533.06   465       
-792.32   457.55    466       
-197.93   214.23    471       
69.59     -20.63    475       
226.93    -243.75   475       
-605.95   371.49    477       
436.27    -646.44   477       
-369.38   290.28    478       
-896.44   481.67    479       
-842.15   457.83    479       
-750.53   435.70    479       
183.94    -184.37   480       
151.85    -170.12   482       
-625.56   372.75    483       
-910.05   478.70    484       
-312.27   254.28    484       
267.37    -306.78   486       
-168.42   171.52    487       
13.15     10.63     487       
28.35     -7.70     487       
-564.62   341.15    489       
290.35    -385.89   490       
-442.09   298.43    492       
-639.25   369.41    493       
99.25     -103.46   493       
37.47     -28.21    494       
440.98    -715.17   494       
-106.71   100.49    495       
-579.91   342.07    496       
278.51    -380.37   496       
330.39    -514.24   496       
