X         Y         Rank      
1522.930  -2262.240 146       
-2264.190 1273.690  148       
-1874.680 290.560   148       
-1653.040 -88.780   148       
710.800   -2095.130 148       
-1927.130 436.820   149       
-1836.900 216.530   149       
-1618.510 -120.660  149       
-258.670  -1351.610 150       
85.150    -1676.360 150       
-1301.350 -441.420  151       
-1929.930 517.430   152       
-1430.500 -237.800  152       
279.490   -1839.390 152       
1240.390  -2182.060 152       
-2134.580 1067.070  153       
-1488.030 -182.410  153       
-1473.610 -184.220  153       
-1316.410 -377.420  153       
-656.860  -1040.690 153       
2080.650  -2304.180 153       
2854.260  -2382.750 153       
3649.550  -2414.090 153       
-1971.820 664.710   154       
-1820.470 236.650   154       
-41.330   -1511.100 154       
2394.550  -2341.890 155       
-647.420  -1023.440 156       
-1932.890 653.430   157       
-731.630  -952.900  157       
-181.770  -1364.510 157       
55.780    -1613.760 157       
-1586.190 -81.840   158       
-1441.570 -161.070  158       
-506.410  -1105.670 158       
-218.600  -1333.940 158       
3156.460  -2377.200 158       
-649.260  -994.100  159       
-538.390  -1086.740 159       
-147.630  -1381.830 159       
-1554.290 -84.950   160       
-1049.970 -626.670  160       
-892.880  -773.950  160       
-907.540  -706.960  161       
-891.830  -769.830  161       
-1331.630 -238.210  162       
-321.140  -1214.280 162       
-2066.190 1178.200  163       
-1391.440 -193.700  163       
-527.110  -1046.850 163       
1609.580  -2156.500 163       
1807.970  -2220.210 163       
2518.660  -2276.160 163       
-698.720  -918.210  164       
3043.920  -2332.520 164       
-1864.420 548.900   165       
-2270.200 2149.050  166       
-1621.800 28.340    166       
-1486.860 -88.310   166       
32.610    -1540.720 166       
-600.610  -969.210  167       
-1055.830 -510.340  168       
-200.250  -1265.890 168       
273.450   -1702.350 168       
354.010   -1759.250 168       
621.470   -1894.940 168       
671.800   -1898.050 168       
-1868.480 640.390   169       
-1615.780 22.600    169       
-1062.410 -496.110  169       
-709.160  -840.180  169       
-215.790  -1228.720 169       
-771.280  -794.970  170       
-175.220  -1301.600 170       
-23.080   -1422.830 170       
-1791.550 443.130   172       
659.390   -1878.840 172       
-1516.370 -6.810    173       
407.280   -1778.950 173       
-1594.570 44.240    174       
4.780     -1450.260 174       
385.590   -1755.550 174       
-1870.000 712.800   175       
-937.970  -569.760  175       
833.550   -1902.030 175       
1484.790  -2057.070 175       
-2053.820 1610.230  176       
-1968.890 1086.260  176       
-1757.380 419.330   176       
-1685.420 275.710   176       
420.420   -1765.050 176       
-1415.150 -67.220   177       
-756.640  -782.700  177       
257.990   -1636.870 177       
-2298.590 3168.100  178       
-2123.140 2117.210  178       
-1968.310 1208.240  178       
-146.820  -1272.750 179       
168.710   -1548.530 180       
-2070.590 2048.790  181       
677.990   -1814.440 181       
968.970   -1922.610 182       
-319.290  -1057.220 183       
-168.360  -1208.870 183       
-20.130   -1348.250 183       
62.300    -1481.680 183       
376.400   -1661.960 183       
458.760   -1751.190 183       
-1723.740 453.820   184       
-175.990  -1188.460 184       
859.190   -1853.370 184       
-1382.440 -56.730   185       
112.340   -1513.980 185       
-2258.410 3073.250  186       
1112.550  -1972.220 186       
-2283.920 3932.910  187       
-2244.210 3144.980  187       
-2193.590 2799.260  187       
-183.730  -1155.940 187       
189.670   -1536.690 187       
-445.420  -926.200  188       
462.600   -1716.900 188       
2555.000  -2130.720 188       
1497.340  -1975.880 189       
-1186.850 -152.390  190       
-1061.500 -280.030  190       
-206.810  -1093.200 190       
-1635.250 367.260   191       
-1924.190 1511.600  192       
31.880    -1387.370 192       
-1630.530 368.230   193       
-1004.700 -330.530  193       
-962.740  -384.620  193       
-89.210   -1258.860 193       
1304.110  -1931.350 193       
-1100.050 -192.390  194       
-757.570  -620.240  194       
1417.140  -1940.160 194       
-1791.170 848.590   195       
-1457.600 99.180    195       
-2012.220 2163.360  196       
-1030.130 -273.340  196       
467.170   -1663.310 197       
3504.120  -2153.630 197       
-1460.300 146.630   198       
-993.010  -289.740  198       
-137.720  -1151.680 198       
-467.150  -826.990  200       
1065.450  -1839.580 200       
2596.150  -2064.460 200       
-1448.520 188.100   202       
-608.450  -758.880  202       
-1199.870 -48.860   203       
-669.670  -640.790  203       
-192.870  -1040.630 203       
736.990   -1734.200 203       
-691.270  -593.740  206       
2971.080  -2065.520 206       
-1896.090 1935.860  207       
-548.850  -764.720  207       
-441.780  -809.180  207       
971.430   -1774.940 207       
-1705.930 845.660   208       
-550.310  -755.730  208       
-1169.820 -45.640   209       
-1155.270 -46.330   209       
-1011.240 -197.230  210       
-783.170  -420.020  210       
188.340   -1412.050 210       
739.950   -1681.070 210       
-1646.050 666.300   211       
-1323.080 86.060    211       
-1576.040 446.940   212       
-261.600  -914.550  213       
-1130.580 -47.720   214       
276.410   -1467.430 214       
676.950   -1635.990 214       
1280.620  -1786.560 214       
3243.120  -2051.800 214       
-255.470  -910.660  215       
460.880   -1558.330 215       
-1273.780 55.190    216       
-1031.230 -147.150  216       
306.770   -1474.770 216       
-1154.640 -19.280   217       
-689.980  -497.750  217       
2400.320  -1955.510 217       
-1953.960 2624.810  218       
-362.240  -802.030  218       
103.450   -1332.040 219       
-1377.540 222.000   220       
-583.570  -621.820  220       
-447.060  -754.020  220       
-154.760  -990.470  220       
-2003.040 3873.890  221       
-1794.750 1608.720  221       
-1690.680 997.890   221       
141.020   -1331.070 221       
1532.120  -1788.320 222       
-983.530  -152.470  223       
-1972.950 3539.090  224       
-1155.300 42.660    224       
293.050   -1422.630 224       
-1164.750 53.440    225       
-991.260  -144.740  225       
-336.400  -782.510  225       
-232.430  -838.130  225       
486.270   -1540.060 225       
-1990.050 4505.340  226       
-1075.860 -36.780   226       
-1261.510 137.550   227       
2353.150  -1869.710 227       
-871.460  -187.330  228       
-471.780  -673.420  228       
2764.360  -1927.770 228       
-1271.950 152.960   230       
-1654.410 1062.960  231       
-867.810  -177.920  231       
-1082.830 -19.770   232       
-1547.080 696.720   233       
1232.520  -1681.760 233       
1305.710  -1729.610 233       
-710.010  -326.660  234       
190.510   -1317.730 234       
-562.560  -507.960  236       
2237.950  -1811.140 236       
662.350   -1530.570 237       
-1580.710 871.250   238       
458.500   -1448.710 239       
-1730.740 1854.180  241       
975.160   -1608.630 241       
1216.840  -1651.350 241       
-1798.220 2366.150  242       
780.640   -1543.760 242       
991.780   -1611.750 242       
2646.820  -1837.590 242       
-1104.670 79.660    243       
314.180   -1344.530 243       
-970.440  -55.950   244       
-100.430  -933.440  244       
249.890   -1286.430 244       
-738.110  -221.890  245       
-1427.980 646.690   246       
-1799.140 2607.780  247       
-1640.720 1460.590  247       
232.810   -1270.170 247       
-1213.700 292.880   248       
2337.040  -1774.860 248       
-1435.080 672.130   249       
-113.830  -861.040  249       
-711.920  -214.390  250       
763.120   -1519.750 250       
-369.640  -608.260  251       
-20.960   -940.700  251       
290.640   -1294.140 252       
-1721.990 2130.760  253       
-1418.170 674.900   253       
-1128.850 176.170   253       
-843.410  -89.910   253       
-355.050  -599.410  253       
-936.620  -40.200   254       
-560.280  -381.750  254       
123.210   -1131.110 254       
-1234.780 392.120   255       
-1282.310 448.870   256       
-1560.410 1142.110  257       
-928.100  -34.740   257       
-124.400  -815.910  257       
-61.380   -899.050  257       
503.180   -1394.130 257       
4144.110  -1861.870 257       
-1659.960 1950.090  258       
-1500.590 1010.730  258       
-701.710  -183.080  260       
-817.230  -76.550   261       
-531.620  -339.460  261       
-1259.550 489.280   263       
151.610   -1103.250 263       
-311.340  -585.670  264       
-22.280   -879.370  264       
1049.680  -1537.510 265       
2043.770  -1666.520 265       
1266.860  -1556.660 266       
-1242.380 507.610   267       
-1493.570 1218.470  268       
-220.550  -625.540  268       
-1003.510 88.380    269       
80.500    -982.060  269       
-1248.000 564.030   270       
-911.210  18.550    271       
-405.620  -437.130  271       
-1008.550 104.460   272       
-332.700  -489.400  273       
-1433.700 1058.950  274       
3015.350  -1748.350 274       
-1655.030 2407.830  275       
-1319.510 736.680   275       
-976.880  87.370    275       
1693.020  -1603.430 275       
-1201.170 575.200   277       
-540.540  -220.350  278       
220.920   -1062.530 279       
-1551.250 1813.250  280       
-788.570  -33.160   280       
-691.140  -118.060  280       
-1527.630 1760.330  281       
741.830   -1379.970 281       
-1447.340 1348.980  282       
-1321.330 877.850   282       
-332.100  -435.000  282       
-1637.640 2456.740  283       
-1033.460 244.530   283       
-590.420  -161.900  284       
812.670   -1385.810 284       
1629.910  -1542.270 284       
194.120   -1015.300 285       
462.180   -1266.840 285       
-1504.560 1881.550  287       
-1150.340 555.900   287       
-263.660  -465.690  287       
-1179.210 651.070   288       
3505.150  -1728.450 288       
-1333.490 1036.070  289       
-913.700  107.850   289       
-533.560  -187.810  289       
-413.150  -285.510  289       
-93.980   -711.490  289       
83.040    -901.800  289       
-1407.810 1248.230  291       
249.470   -1040.260 291       
-1234.480 764.350   292       
-1015.830 277.410   293       
-1038.050 374.950   294       
-585.330  -139.960  294       
-926.890  148.770   295       
-4.690    -785.420  295       
2588.720  -1610.050 295       
-569.110  -151.700  296       
262.310   -1036.270 297       
-1000.140 283.760   298       
-356.010  -276.690  298       
-171.750  -526.180  298       
477.130   -1199.940 298       
-1317.590 1061.260  299       
-448.190  -188.010  299       
-225.020  -438.360  299       
2233.400  -1549.600 299       
-779.010  51.690    300       
923.730   -1346.980 300       
-1006.880 337.750   301       
2527.370  -1570.150 301       
-1503.960 2219.480  302       
-1459.400 1957.380  302       
-1359.290 1326.020  302       
528.610   -1208.260 302       
1904.820  -1534.920 302       
13.250    -775.640  305       
29.090    -783.610  306       
-1499.000 2274.160  307       
-1490.240 2236.060  307       
-1587.860 2945.860  308       
176.150   -885.400  309       
-869.320  215.310   310       
1603.040  -1448.350 311       
1855.630  -1506.090 311       
-521.830  -122.010  312       
-388.070  -192.750  312       
-91.100   -593.850  312       
43.910    -782.390  312       
3033.330  -1597.200 312       
-1356.130 1549.040  313       
1173.530  -1358.000 313       
951.950   -1304.340 314       
1501.210  -1413.670 314       
-11.440   -658.610  315       
616.460   -1158.440 315       
-1133.560 836.490   317       
-1014.560 489.560   317       
-263.840  -260.610  317       
822.170   -1252.150 318       
-1520.890 2905.320  319       
208.160   -854.730  319       
-802.790  156.640   320       
-169.270  -402.690  320       
364.190   -983.110  320       
-786.530  149.110   321       
-687.170  32.160    321       
-206.720  -324.450  321       
-23.590   -591.160  321       
-621.710  -24.510   322       
-514.550  -82.730   322       
-378.680  -166.150  322       
-1330.780 1712.400  323       
-770.500  135.410   323       
-701.470  71.390    323       
3707.630  -1593.230 324       
-161.370  -388.940  325       
433.430   -1008.470 326       
-1179.770 1102.720  328       
-500.260  -61.390   328       
2859.630  -1538.400 328       
-1323.900 1833.710  329       
-1304.620 1641.790  329       
-357.440  -156.190  329       
-52.280   -507.660  329       
744.840   -1167.970 329       
-1347.660 1948.040  330       
-1322.990 1819.740  330       
-387.350  -151.930  330       
-1178.450 1151.440  331       
252.530   -855.390  332       
-847.160  315.600   333       
285.700   -896.880  333       
-1453.570 2687.650  334       
-149.060  -333.410  334       
-850.130  354.750   335       
-470.230  -57.850   335       
-1057.500 821.940   336       
-909.040  452.480   336       
-43.570   -486.800  336       
-1459.950 3015.830  339       
312.760   -889.360  339       
1523.100  -1334.800 339       
-1495.580 4460.740  340       
-851.390  418.630   342       
-689.910  134.200   343       
-418.030  -73.870   343       
2515.770  -1431.460 343       
-1070.420 996.910   345       
-877.290  484.400   345       
160.360   -725.240  345       
370.650   -898.530  345       
785.560   -1112.390 345       
2538.910  -1443.510 345       
-1162.650 1366.150  346       
-992.050  673.330   346       
670.030   -1025.000 347       
289.480   -821.720  349       
771.220   -1089.280 349       
2037.850  -1353.760 350       
2263.940  -1389.490 350       
-526.590  11.030    351       
-97.310   -334.540  351       
347.420   -840.180  351       
1254.300  -1242.640 351       
-1330.160 2334.440  352       
-90.630   -347.770  353       
-75.510   -357.490  353       
-244.200  -152.810  354       
-213.000  -168.580  354       
793.790   -1074.330 354       
-400.480  -46.860   356       
-25.550   -388.830  357       
1408.370  -1229.860 358       
-984.700  829.620   360       
-966.510  724.820   360       
-123.470  -267.590  360       
-136.120  -231.080  361       
81.380    -551.580  361       
286.900   -785.950  361       
3720.150  -1487.690 362       
-1323.520 2535.520  363       
-688.820  236.660   363       
-223.000  -150.740  364       
-1400.420 3639.190  366       
713.140   -970.430  366       
-744.570  382.560   367       
-278.610  -84.670   367       
-839.650  560.760   368       
2185.280  -1330.620 368       
-495.930  60.130    369       
-331.550  -50.920   369       
-222.650  -128.980  369       
1408.910  -1188.910 370       
-593.950  167.510   371       
42.210    -456.390  373       
1362.430  -1173.250 373       
3198.930  -1404.610 374       
26.550    -421.640  375       
1598.130  -1206.300 375       
-840.360  649.130   376       
-89.760   -256.830  376       
39.680    -438.250  376       
27.620    -416.280  377       
35.820    -436.010  377       
598.260   -893.360  377       
-803.470  627.460   379       
1301.720  -1120.710 379       
-558.520  166.630   380       
186.670   -579.980  380       
-206.030  -105.400  381       
124.910   -502.000  381       
232.410   -620.460  381       
